3-2,chart,图表,,
3-2,chat,聊天,,
3-2,checklist,核对清单,,
3-2,checks,核对支票,,
3-2,cheese,奶酪,,
3-2,chemist's,药店,,
3-2,chest,胸部,,
3-2,chick,小鸡,,
3-2,chicken,鸡肉,,
3-2,child,儿童,,
3-2,chin,下巴,,
3-2,chocolate,巧克力,,
3-2,choice,选择,,
3-2,church,教堂,,
3-2,cinema,电影院,,
3-2,circle,圆,,
3-2,city,城市,,
3-2,clarity,清楚,,
3-2,cleaner,清洁工,,
3-2,cleaning,清洁,,
3-2,client,客户,,
3-2,cliffs,悬崖，峭壁,,
3-2,climate,天气,,
3-2,clinic,诊所,,
3-2,clock,钟,,
3-2,cloth,布,,
3-2,clothing,服装,,
3-2,club,俱乐部,,
3-2,coach,长途汽车,,
3-2,coast,海边,,
3-2,code,密码，代码,,
3-2,coke,可乐,,
3-2,cola,可乐,,
3-2,colleague,同事,,
3-2,college,学院,,
3-2,comedy,喜剧片,,
3-2,commercials,广告,,
3-2,commuter,通勤者,,
3-2,companion,同伴,,
3-2,company,公司，陪伴,,
3-2,complaint,抱怨,,
3-2,complex,建筑群或街区,,
3-2,computer,电脑,,
3-2,concert,音乐会,,
3-2,conclusion,结论,,
3-2,condition,状况，条件,,
3-2,conferences,会议,,
3-2,confidence,自信,,
3-2,confirmation,证实，确认,,
3-2,congestion,拥挤,,
3-2,conqueror,征服者,,
3-2,conquest,征服,,
3-2,conversation,对话,,
3-2,conservation,保留，保护区,,
3-2,construction,建设,,
3-2,consultant,咨询者，顾问,,
3-2,consumption,消费,,
3-2,contact,接触,,
3-2,container,容器,,
3-2,contaminants,污染物,,
3-2,contamination,污染,,
3-2,content,内容,,
3-2,continent,洲,,
3-2,contract,合同,,
3-2,contracts,合同，契约,,
3-2,controversy,争议,,
3-2,convenience,方便，便利,,
3-2,cooperations,合作，协力,,
3-2,cop,警察,,
3-2,copy,复印,,
3-2,corporation,公司,,
3-2,corpse,尸体,,
3-2,correspondence,写信,,
3-2,cost,成本，花费,,
3-2,costume,服装,,
3-2,cot,轻便小床,,
3-2,cottage,农舍，小屋,,
3-2,cough,咳嗽,,
3-2,council,委员会,,
3-2,country,国家，乡村,,
3-2,course,课程,,
3-2,crack,裂缝,,
3-2,craft,手艺,,
3-2,cream,奶油，药膏,,
3-2,credit,信用，信誉,,
3-2,creek,小溪,,
3-2,crime,犯罪,,
3-2,crisis,危机,,
3-2,crocodile,鳄鱼,,
3-2,crop,庄稼,,
3-2,cultivation,培育,,
3-2,culture,文化,,
3-2,cup,杯子,,
3-2,cupboard,橱柜,,
3-2,curtain,窗帘,,
3-2,customer,顾客,,
3-2,cutlery,餐具,,
3-2,cycle,循环，自行车,,
3-2,cycling,骑自行车,,
3-2,damage,毁坏,,
3-2,danger,危险,,
3-2,data,数据,,
3-2,date,日期,,
3-2,day,日,,
3-2,deadline,截止期限,,
3-2,debate,辩论,,
3-3,debt,债务,,
3-3,decade,十年,,
3-3,decision,决定,,
3-3,decline,下降,,
3-3,decorations,装饰,,
3-3,delay,耽搁,,
3-3,delegate,代表,,
3-3,delight,高兴,,
3-3,delivery,发送，送货,,
3-3,demonstration,示威，演示,,
3-3,dentist,牙医,,
3-3,department,系，商店,,
3-3,deposit,押金,,
3-3,depth,深度,,
3-3,description,描述,,
3-3,desert,沙漠,,
3-3,design,设计,,
3-3,designer,设计师,,
3-3,desire,欲望,,
3-3,desks,书桌,,
3-3,destination,目的地,,
3-3,detail,细节,,
3-3,diary,日记,,
3-3,dictation,听写,,
3-3,diet,饮食,,
3-3,dining,吃饭,,
3-3,dinner,晚餐，正餐,,
3-3,dioxide,二氧化物,,
3-3,direction,方向,,
3-3,director,主管，导演,,
3-3,disagreement,不同意,,
3-3,disaster,灾难片,,
3-3,discipline,纪律，学科,,
3-3,disco,迪斯科,,
3-3,discomfort,不适的地方,,
3-3,discos,迪斯科,,
3-3,discount,打折,,
3-3,discovery,发现,,
3-3,disease,疾病,,
3-3,dish,菜,,
3-3,disposal,处理,,
3-3,dispute,争端,,
3-3,distance,距离,,
3-3,divorce,离婚,,
3-3,document,文件,,
3-3,documentary,纪录片,,
3-3,donation,捐款,,
3-3,donkey,驴,,
3-3,drafts,草稿，汇票,,
3-3,drama,戏剧,,
3-3,draw,绘图,,
3-3,drawer,抽屉,,
3-3,drink,饮料,,
3-3,drinking,饮水,,
3-3,driver,司机,,
3-3,driving,开车,,
3-3,drug,药品,,
3-3,drum,鼓,,
3-3,due,应付款,,
3-3,duration,持续,,
3-3,dust,灰尘,,
3-3,duty,责任,,
3-3,eagle,鹰,,
3-3,ear,耳朵,,
3-3,east,东部,,
3-3,eating,吃饭,,
3-3,economy,经济,,
3-3,editor,编辑,,
3-3,education,教育,,
3-3,elbow,肘,,
3-3,elder,长辈,,
3-3,electricity,电,,
3-3,elements,因素,,
3-3,elevator,电梯，起重机,,
3-3,emotion,感情,,
3-3,emperor,皇帝,,
3-3,employee,员工,,
3-3,employer,雇主,,
3-3,encyclopedia,百科全书,,
3-3,ending,结果,,
3-3,energies,能量,,
3-3,engine,发动机,,
3-3,engineer,工程师,,
3-3,entrance,入口,,
3-3,epidemic,流行病,,
3-3,equipment,设备,,
3-3,ethic,道德,,
3-3,evening,夜晚，晚会,,
3-3,event,事件,,
3-3,evidence,证据,,
3-3,examination,考试,,
3-3,example,例子,,
3-3,exception,例外,,
3-3,exchange,交换,,
3-3,excitement,兴奋,,
3-3,excursion,远足,,
3-3,excuse,借口,,
3-3,exercises,运动，练习,,
3-3,exhibition,展览,,
3-3,existence,存在,,
3-3,existing,存在,,
3-3,expansion,扩充,,
3-3,expense,花费,,
3-3,experiment,实验,,
3-3,expert,专家,,
3-3,explanation,解释,,
3-3,explosion,爆炸,,
3-3,exposition,博览会,,
3-3,exposure,曝光,,
3-3,extension,延期，分机,,
3-3,facility,设施,,
3-3,factor,因素,,
3-3,factory,工厂,,
3-4,faculty,系,,
3-4,failure,失败,,
3-4,falcon,鷷鹰,,
3-4,fan,迷，粉丝，扇子,,
3-4,fare,车船费用,,
3-4,farm,农场,,
3-4,farmer,农民,,
3-4,farming,农业,,
3-4,fashion,时尚,,
3-4,fat,脂肪,,
3-4,feast,盛宴,,
3-4,feather,羽毛,,
3-4,feature,特点,,
3-4,feedback,反馈，返回,,
3-4,fellowship,伙伴关系,,
3-4,female,女性,,
3-4,ferries,摆渡，轮渡,,
3-4,festival,节日,,
3-4,field,领域,,
3-4,figure,数字,,
3-4,film,电影,,
3-4,finding,发现,,
3-4,finger,手指,,
3-4,firms,公司，商号,,
3-4,fish,鱼,,
3-4,fishing,钓鱼,,
3-4,flag,旗,,
3-4,flash,闪,,
3-4,flat,公寓,,
3-4,flight,航班,,
3-4,flood,洪水,,
3-4,flooding,洪水,,
3-4,flour,面粉,,
3-4,flourish,炫耀,,
3-4,flow,流量,,
3-4,flu,流感,,
3-4,fly,飞行,,
3-4,forest,森林,,
3-4,forestry,森林学,,
3-4,form,表格,,
3-4,formula,公式,,
3-4,fortnight,两周,,
3-4,fortune,财产，运气,,
3-4,foyer,门厅,,
3-4,freedom,自由,,
3-4,freezer,冷冻室,,
3-4,freshman,大一学生,,
3-4,fruit,水果,,
3-4,fur,皮毛,,
3-4,furniture,家具,,
3-4,future,未来,,
3-4,gallery,艺术馆,,
3-4,gap,缝隙,,
3-4,garage,车库,,
3-4,garbage,废物,,
3-4,garden,花园,,
3-4,gasoline,石油,,
3-4,gender,性别,,
3-4,germ,细菌,,
3-4,gesture,手势,,
3-4,glass,玻璃,,
3-4,goal,目标,,
3-4,gold,金子,,
3-4,golf,高尔夫,,
3-4,grade,年纪，成绩,,
3-4,grades,年纪，成绩,,
3-4,graduate,毕业生,,
3-4,graduates,毕业生,,
3-4,grain,谷物,,
3-4,grass,草,,
3-4,green,绿色,,
3-4,ground,场地，地面,,
3-4,group,团队，群体,,
3-4,growth,成长,,
3-4,guest,客人,,
3-4,guide,导游，指导,,
3-4,gulf,海湾，鸿沟,,
3-4,guy,家伙,,
3-4,gym,体育馆,,
3-4,habit,习惯,,
3-4,hand,手，指针,,
3-4,handball,手球,,
3-4,handbooks,手册,,
3-4,handling,处理,,
3-4,handout,讲义,,
3-4,hat,帽子,,
3-4,headache,头痛,,
3-4,heading,标题,,
3-4,health,健康,,
3-4,hearing,听觉,,
3-4,heart,心脏,,
3-4,heating,供热，供暖,,
3-4,hen,母鸡,,
3-4,herb,草药,,
3-4,hero,英雄,,
3-4,heroes,英雄,,
3-4,heroine,女主人公,,
3-4,hike,远足,,
3-4,hiking,远足，徒步旅行,,
3-4,hint,暗示,,
3-4,hints,暗示,,
3-4,historian,历史学家,,
3-4,hit,引人注意的东西，技巧,,
3-4,hits,引人注意的东西，技巧,,
3-4,hobby,爱好,,
3-4,holiday,假期,,
3-4,horse,马,,
3-4,hospital,医院,,
3-4,housework,家务,,
3-4,housing,住房,,
3-4,households,一家人，家庭,,
3-4,hour,小时,,
3-5,hotel,酒店,,
3-5,hotline,热线,,
3-5,hunt,打猎,,
3-5,hunting,打猎,,
3-5,idea,主意,,
3-5,identification,识别，身份,,
3-5,identity,身份,,
3-5,image,形象,,
3-5,impact,影响,,
3-5,imports,进口,,
3-5,inability,没能力,,
3-5,incoming,打入的（电话）,,
3-5,index,索引,,
3-5,industry,工业，产业,,
3-5,infection,发炎,,
3-5,influence,影响,,
3-5,information,信息,,
3-5,injection,注射,,
3-5,injury,受伤,,
3-5,inland,内陆,,
3-5,insect,昆虫,,
3-5,insomnia,失眠,,
3-5,institute,机构,,
3-5,institution,机构,,
3-5,instruction,指示,,
3-5,instructor,教练,,
3-5,instrument,仪器，乐器,,
3-5,interest,兴趣,,
3-5,internet,互联网,,
3-5,interviewer,面试官，考官,,
3-5,introduction,简介,,
3-5,investigator,调查人,,
3-5,investment,投资,,
3-5,irrigation,灌溉,,
3-5,island,岛屿,,
3-5,isolation,隔离,,
3-5,item,项目，货品,,
3-5,jacket,夹克,,
3-5,jam,堵塞,,
3-5,jaw,下巴，颚,,
3-5,jeans,牛仔服,,
3-5,journal,学术期刊,,
3-5,judge,评委,,
3-5,juice,果汁,,
3-5,junction,交汇处,,
3-5,junior,大三学生,,
3-5,keeper,养育者,,
3-5,kelp,海藻,,
3-5,keyword,关键词,,
3-5,kid,儿童,,
3-5,king,国王,,
3-5,kiosk,小卖部,,
3-5,kit,工具箱,,
3-5,kitchen,厨房,,
3-5,kits,工具箱,,
3-5,knife,刀,,
3-5,knowledge,知识,,
3-5,koala,考拉,,
3-5,lab,实验室,,
3-5,lake,湖,,
3-5,lamp,灯,,
3-5,land,土地,,
3-5,landmark,路标，标志性建筑,,
3-5,landscape,风景,,
3-5,language,语言,,
3-5,laptop,笔记本电脑,,
3-5,laser,激光,,
3-5,lava,火山岩,,
3-5,lawyer,律师,,
3-5,layer,层,,
3-5,lecture,授课,,
3-5,lecturer,授课教师,,
3-5,leisure,休闲,,
3-5,lemon,柠檬,,
3-5,lender,借财务给别人的人,,
3-5,length,长度,,
3-5,lesson,课程,,
3-5,letter,字母，信件,,
3-5,level,水平，程度,,
3-5,library,图书馆,,
3-5,lift,电梯,,
3-5,light,灯,,
3-5,line,队,,
3-5,lion,狮子,,
3-5,lists,列表，清单,,
3-5,loan,贷款,,
3-5,location,地理位置,,
3-5,lock,锁,,
3-5,loss,损失,,
3-5,lounge,休息大厅,,
3-5,loyalty,忠诚,,
3-5,luck,运气,,
3-5,lunch,午餐,,
3-5,lung,肺,,
3-5,machine,机器,,
3-5,magazine,杂志,,
3-5,maid,女仆,,
3-5,mail,邮件,,
3-5,majority,多数,,
3-5,making,制造,,
3-5,male,男性,,
3-5,manager,经理,,
3-5,mane,鬓毛,,
3-5,manufacture,生产,,
3-5,map,地图,,
3-5,margin,页面的空白,,
3-5,mark,分数,,
3-5,market,市场,,
3-5,marketing,市场营销,,
3-5,marsh,沼泽,,
3-5,master,硕士,,
3-5,mat,脚垫,,
3-5,matching,搭配,,
3-5,material,材料,,
3-5,maturity,成熟,,
3-5,maximum,最大,,
3-5,meal,膳食,,
3-5,measure,测量,,
3-5,measurement,测量,,
3-5,meat,肉类,,
3-5,media,媒体,,
3-5,medication,药物,,
3-5,medicine,药物,,
3-5,medium,媒体，中度,,
3-5,method,方法,,
3-5,microphone,麦克风,,
3-5,migration,移民,,
3-5,mile,英里,,
3-5,mileage,里程表,,
3-5,milk,牛奶,,
3-5,mine,矿,,
3-5,mineral,矿物,,
3-5,mill,作坊,,
3-5,minimum,最小,,
3-5,minute,分钟,,
3-5,mixture,混合物，合剂,,
3-5,model,模型,,
3-5,money,钱,,
3-5,monopoly,垄断,,
3-5,month,月,,
3-5,mood,情绪,,
3-5,morality,道德,,
3-5,mosquito,蚊子,,
3-5,motel,汽车旅馆,,
3-5,mountain,山脉,,
3-6,moustache,小胡子,,
3-6,mouth,嘴巴,,
3-6,movie,电影,,
3-6,muscle,肌肉,,
3-6,museum,博物馆,,
3-6,music,音乐,,
3-6,musical,音乐剧,,
3-6,musician,音乐家,,
3-6,nap,小睡,,
3-6,nature,自然,,
3-6,naught,零,,
3-6,neck,脖子,,
3-6,net,网,,
3-6,newspaper,报纸,,
3-6,night,夜晚,,
3-6,noise,噪声,,
3-6,north,北,,
3-6,northeast,东北,,
3-6,northwest,西北,,
3-6,nose,鼻子,,
3-6,note,笔记,,
3-6,notice,注意,,
3-6,nurse,护士,,
3-6,nursery,幼儿园,,
3-6,nursing,护理,,
3-6,nut,坚果,,
3-6,nutrition,营养,,
3-6,objective,目的，目标,,
3-6,occasion,场合，时机,,
3-6,occupant,占有人，居住者,,
3-6,ocean,海洋,,
3-6,oculist,眼科医生,,
3-6,ointment,药膏,,
3-6,option,选择,,
3-6,order,命令,,
3-6,ordinary,普通的,,
3-6,organizer,组织者,,
3-6,original,最初的,,
3-6,outline,提纲,,
3-6,overdraft,透支,,
3-6,owner,所有者,,
3-6,ownership,所有权,,
3-6,Oxford,牛津,,
3-6,package,包装,,
3-6,page,页码,,
3-6,paint,油漆,,
3-6,painting,绘画,,
3-6,pair,一副，一队,,
3-6,pal,伙伴关系,,
3-6,palace,宫殿,,
3-6,panic,恐惧,,
3-6,paper,报纸，论文,,
3-6,parcel,包裹,,
3-6,parent,父母,,
3-6,park,公园，停车,,
3-6,parking,停车,,
3-6,participant,参加者,,
3-6,passages,通行，通过,,
3-6,passenger,旅客,,
3-6,pastime,娱乐,,
3-6,patient,病人,,
3-6,payment,报酬，付款,,
3-6,pedestrian,行人,,
3-6,pension,养老金,,
3-6,pensioners,领退休金的人,,
3-6,percent,百分比,,
3-6,performer,表演者,,
3-6,perfume,香水,,
3-6,period,阶段,,
3-6,periodical,期刊,,
3-6,perk,额外收入，公司优惠,,
3-6,permit,许可证,,
3-6,person,人,,
3-6,personality,个性,,
3-6,pet,宠物,,
3-6,petrol,汽油,,
3-6,petroleum,石油,,
3-6,philosopher,哲学家,,
3-6,photo,照片,,
3-6,photograph,照片,,
3-6,physician,内科医生,,
3-6,physics,物理学,,
3-6,pianist,钢琴家,,
3-6,piano,钢琴,,
3-6,picnic,野餐,,
3-6,picture,图,,
3-6,pie,饼,,
3-6,pill,药丸,,
3-6,pink,粉色,,
3-6,place,地方，场所,,
3-6,placement,放置,,
3-6,plan,计划,,
3-6,planners,计划者,,
3-6,plans,计划,,
3-6,plant,植物种植,,
3-6,planting,种植,,
3-6,plastic,塑料,,
3-6,plate,盘子图版,,
3-6,player,选手,,
3-6,playground,操场,,
3-6,pleasure,乐趣,,
3-6,pocket,口袋,,
3-6,point,分数，要点,,
3-6,police,警察,,
3-6,poll,民意调查,,
3-6,pollutant,污染物，污染源,,
3-6,pollute,污染，玷污,,
3-6,pollution,污染,,
3-6,port,港口,,
3-6,position,位置，职位,,
3-6,post,职位，邮寄,,
3-6,postgraduate,研究生,,
3-6,particulars,详细情况，特色,,
3-7,potteries,陶器,,
3-7,power,权力，能源,,
3-7,PowerPoint,投影的文件,,
3-7,precaution,预防,,
3-7,precision,精密度,,
3-7,preference,偏爱,,
3-7,preposition,介词,,
3-7,prescription,药方,,
3-7,presentation,演讲，陈述,,
3-7,preservation,保存,,
3-7,president,总统，校长,,
3-7,prevention,预防,,
3-7,printing,打印,,
3-7,priority,优先,,
3-7,privacy,隐私,,
3-7,prize,奖金,,
3-7,problem,问题,,
3-7,product,产品,,
3-7,production,生产,,
3-7,professors,教授,,
3-7,profit,利润,,
3-7,project,工程，项目，课题,,
3-7,promotion,升职,,
3-7,prone,容易，倾向于,,
3-7,property,财产,,
3-7,prospectus,简章，简介,,
3-7,protein,蛋白质,,
3-7,psychiatrist,精神病学家,,
3-7,psychologist,心理学家,,
3-7,psychotherapy,精神疗法,,
3-7,publication,出版物,,
3-7,pump,泵,,
3-7,purpose,目的,,
3-7,purse,钱包,,
3-7,quality,质量,,
3-7,quantity,数量,,
3-7,quarter,四分之一,,
3-7,question,问题,,
3-7,radar,雷达,,
3-7,radiator,冷却器，电暖片,,
3-7,radio,收音机,,
3-7,railway,铁路,,
3-7,rain,雨,,
3-7,rainfall,降水,,
3-7,range,范围,,
3-7,rank,等级,,
3-7,rat,老鼠,,
3-7,rate,比例,,
3-7,rats,老鼠,,
3-7,ray,光线,,
3-7,reader,读者,,
3-7,reading,阅读,,
3-7,reason,理由,,
3-7,reception,接待处，招待会,,
3-7,recipe,处方,,
3-7,recorder,录音机,,
3-7,recording,录音,,
3-7,recreation,娱乐，消遣,,
3-7,recruit,招聘,,
3-7,recycling,回收,,
3-7,referee,裁判员,,
3-7,reference,参考书目，证明人,,
3-7,reflectance,反射系数,,
3-7,reform,改革,,
3-7,refuge,避难所,,
3-7,region,地区，部分,,
3-7,regulation,规章制度,,
3-7,relation,关系,,
3-7,relationship,关系,,
3-7,relaxation,放松,,
3-7,relief,减轻,,
3-7,religion,宗教,,
3-7,remark,评价,,
3-7,removal,去掉,,
3-7,renewal,更新，续借,,
3-7,rent,房租,,
3-7,rental,租,,
3-7,repetition,重复,,
3-7,replacement,替代,,
3-7,report,报告,,
3-7,reproduce,再生产,,
3-7,research,研究,,
3-7,reservation,保留，预定,,
3-7,reserve,保留，预借,,
3-7,residence,居住,,
3-7,resident,居民,,
3-7,resource,资源,,
3-7,respondent,调查对象，受采访者,,
3-7,response,回答,,
3-7,restaurant,餐厅,,
3-7,result,结果,,
3-7,retirement,退休,,
3-7,return,往返,,
3-7,review,评论，复习,,
3-7,revision,修改,,
3-7,rice,大米,,
3-7,rider,骑手,,
3-7,riders,骑手,,
3-7,risk,冒险,,
3-7,river,河,,
3-7,robot,机器人,,
3-7,rock,岩石,,
3-7,rocket,火箭,,
3-7,role,角色,,
3-8,roommates,室友,,
3-8,route,路线,,
3-8,rule,规则,,
3-8,safari,野生动物园,,
3-8,safety,安全,,
3-8,sail,帆,,
3-8,sailing,航行,,
3-8,salad,沙拉,,
3-8,salads,沙拉,,
3-8,salary,薪水,,
3-8,sale,销售,,
3-8,salt,盐,,
3-8,sample,样本,,
3-8,sandal,凉鞋,,
3-8,satellite,卫星,,
3-8,sauce,酱油,,
3-8,saving,存钱,,
3-8,scale,天平,,
3-8,scandal,丑闻,,
3-8,scandals,丑闻,,
3-8,scar,伤疤,,
3-8,scent,气味,,
3-8,schedule,时间表,,
3-8,scheme,方案,,
3-8,scholar,学者,,
3-8,scholarship,奖学金,,
3-8,science,科学，理科,,
3-8,scientist,科学家,,
3-8,score,分数,,
3-8,script,手稿,,
3-8,sculpture,雕刻,,
3-8,sea,大海，海洋,,
3-8,season,季节,,
3-8,seat,座位,,
3-8,second,秒,,
3-8,secretary,秘书,,
3-8,section,部分,,
3-8,sector,部分,,
3-8,selection,选择,,
3-8,selections,选择,,
3-8,seminar,学术研讨会,,
3-8,sense,感觉,,
3-8,sentence,句子,,
3-8,servant,佣人，仆人,,
3-8,service,服务,,
3-8,sewage,污水,,
3-8,sewer,下水道,,
3-8,sex,性别,,
3-8,shade,阴影,,
3-8,sheep,羊,,
3-8,sheet,床单,,
3-8,shelf,架子,,
3-8,shell,贝壳,,
3-8,shelter,遮蔽处,,
3-8,ship,船,,
3-8,shoe,鞋,,
3-8,shoplifters,商店扒手,,
3-8,shopper,购物者,,
3-8,shortage,不足，缺点,,
3-8,shower,淋浴,,
3-8,side,面，边,,
3-8,sight,视界，视野,,
3-8,sign,标记,,
3-8,signature,签名,,
3-8,silence,安静,,
3-8,simulation,模拟,,
3-8,single,单程,,
3-8,site,位置，地点,,
3-8,size,大小,,
3-8,skating,滑冰,,
3-8,skeleton,骨架,,
3-8,skill,技能,,
3-8,skin,皮肤,,
3-8,skirt,短裙,,
3-8,slang,俚语,,
3-8,slave,奴隶,,
3-8,sleep,睡觉,,
3-8,sleeping,睡眠,,
3-8,slip,一张纸,,
3-8,smell,气味，臭味,,
3-8,smoke,烟，吸烟,,
3-8,smoking,吸烟,,
3-8,snack,快餐，零食,,
3-8,soil,土壤,,
3-8,solution,解决，解决方案,,
3-8,sound,声音,,
3-8,source,来源,,
3-8,south,南,,
3-8,southeast,东南,,
3-8,southwest,西南,,
3-8,space,空间,,
3-8,speaker,演讲者,,
3-8,speaking,口语,,
3-8,speed,速度,,
3-8,spending,花费,,
3-8,spider,蜘蛛,,
3-8,sponsor,赞助者,,
3-8,spoons,汤勺,,
3-8,sportsman,男运动员,,
3-8,spot,地点,,
3-8,stability,稳定,,
3-8,stack,书库,,
3-8,stage,舞台，阶段,,
3-8,stair,楼梯,,
3-8,standard,标准,,
3-8,star,恒星,,
3-8,starter,开胃品,,
3-8,starting,开始,,
3-8,state,州,,
3-8,statement,陈述,,
3-8,station,车站,,
3-8,status,地位,,
3-8,steak,牛排,,
3-8,steam,蒸汽,,
3-8,step,步骤，台阶,,
3-8,sting,刺,,
3-8,stock,存货，股票,,
3-8,stomach,胃，腹部,,
3-8,stomachache,胃痛,,
3-8,stone,石头,,
3-8,store,商场,,
3-8,story,故事,,
3-8,strategy,策略,,
3-8,strength,力量,,
3-8,strike,罢工,,
3-8,style,风格,,
3-8,subject,主题，学科,,
3-8,suit,西装,,
3-8,subsidy,津贴,,
3-8,suburb,郊区,,
3-8,sugar,糖,,
3-8,surface,表面,,
3-8,sunshield,遮阳板,,
3-8,supervisor,导师,,
3-8,supports,支柱，支撑,,
3-8,survey,测量，调查,,
3-8,surgeon,外科医生,,
3-8,surname,姓,,
3-8,surprise,惊奇,,
3-8,switches,开关,,
3-8,survival,生存,,
3-8,sweater,毛衣,,
3-8,switch,开关,,
3-8,system,系统，体系,,
3-8,symptom,症状,,
3-8,syndicate,财团,,
3-8,syrup,糖浆,,
3-8,tax,税收,,
3-8,table,桌子，图表,,
3-8,tablet,药片,,
3-8,tape,磁带,,
3-9,taxi,出租车,,
3-9,tea,茶,,
3-9,teacher,教师,,
3-9,teaching,教学,,
3-9,team,队伍，小组,,
3-9,jargon,行话，黑话,,
3-9,term,学期，术语,,
3-9,technology,科技,,
3-9,teeth,牙齿,,
3-9,telephone,电话,,
3-9,telescope,望远镜,,
3-9,television,电视,,
3-9,temper,脾气,,
3-9,temple,寺庙,,
3-9,text,文章,,
3-9,texture,质地,,
3-9,galaxy,银河,,
3-9,theft,盗窃,,
3-9,theory,理论,,
3-9,therapist,理疗专家,,
3-9,therapy,理疗，疗法,,
3-9,thesis,主题，学位论文,,
3-9,thief,小偷,,
3-9,thieves,小偷,,
3-9,thinking,思考,,
3-9,third,第三,,
3-9,thought,想法,,
3-9,threat,威胁,,
3-9,thriller,惊悚片,,
3-9,ticket,票,,
3-9,tide,潮水,,
3-9,tides,潮水,,
3-9,tile,瓦,,
3-9,timber,木材,,
3-9,time,时间,,
3-9,title,标题，题目,,
3-9,toaster,烤面包机,,
